FQDN,IP Address,Ping (ms),Release,Operator Stake,Total Delegated Stake,Delegates Count,Status,Prescribed Epoch Count,Observed Epoch Count,Total Epoch Count,Passed Epoch Count,Failed Epoch Count,Failed Consecutive Epochs,Passed Consecutive Epochs,ISP,Geo Location,Error Message,Process Id,ANS-104 Unbundle Filter,ANS-104 Index Filter,Supported Manifest Versions
htonka.xyz,157.180.65.146,612.0146660000028,29,12656663078,28311791757,0,joined,13,7,57,54,3,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ar.tahtali.xyz,185.219.142.221,498.2987079999875,31,12500000000,21528271068,0,joined,9,4,57,52,5,0,18,N/A,"Portsmouth, GB",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
koniq.xyz,157.180.21.250,613.0589579999796,33-pre,12500000000,16929341475,0,joined,3,0,57,53,4,0,3,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ar.kiranli.xyz,38.242.129.240,546.9529999999795,30,12500000000,25083492958,0,joined,9,6,57,55,2,0,43,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ahmkahvalidator.xyz,89.58.17.108,565.5791249999893,32,12500000000,17224013012,0,joined,9,9,57,55,2,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
cyanalp.cfd,188.245.44.134,564.6228750000009,29,12500000000,15443170410,0,joined,3,1,57,57,0,0,57,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
djeveras.xyz,188.245.213.68,579.5415830000129,32,12500000000,15398947652,0,joined,3,2,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
jaxtothehell.xyz,188.213.170.136,570.1474170000001,32,12500000000,17699940921,0,joined,5,5,57,56,1,0,20,N/A,"Arezzo, IT",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
avocadio.xyz,104.21.54.31,277.07729199997266,30,12500000000,46089468644,0,joined,3,0,57,51,6,0,23,N/A,", ",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
dependenceboys.store,37.27.80.245,613.3902919999964,32,12345000000,20029707312,0,joined,6,4,57,52,5,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
salakk.online,95.217.210.95,615.581749999983,32,12304030052,11270212376,0,joined,10,10,57,55,2,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
pentav.cloud,95.217.105.169,1272.513082999998,29,12000000000,39978365098,0,joined,9,9,57,56,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
karakutu.xyz,65.109.106.108,607.1162499999919,32,11635491290,62894319644,0,joined,0,0,11,11,0,0,11,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
giguan-ar.io,158.220.108.41,517.978833000001,29,11528940822,7298996288,0,joined,1,0,39,37,2,0,20,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
aslanas01.xyz,95.216.186.109,845.2366670000192,32,11279599355,26520523227,0,joined,15,14,57,56,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
digiartmov.xyz,195.201.222.52,565.9678750000021,32,11107288848,12725445759,0,joined,5,5,53,52,1,0,20,N/A,"Gunzenhausen, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ario.m60.buzz,51.75.119.8,802.9700409999932,29,11047166346,1273093918,0,joined,2,2,33,33,0,0,33,N/A,", FR",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
mssnodes.xyz,38.242.242.189,527.25,30,11000000000,18145333180,0,joined,5,5,57,56,1,0,43,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
kt10.store,152.53.64.255,563.5837499999907,29,11000000000,20160083415,0,joined,4,4,57,56,1,0,20,N/A,", AT",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
arioarioario.online,194.163.164.194,533.1096250000119,29,11000000000,28136379078,0,joined,9,9,57,54,3,0,20,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
morue.site,45.92.10.194,563.3033750000177,32,10874010619,14375713618,0,joined,3,3,50,49,1,0,20,N/A,"Los Angeles, US",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
sametyuksel.xyz,167.235.194.42,589.5525829999824,32,10870970126,13362861084,0,joined,6,3,57,55,2,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
thanhapple.space,152.53.125.96,536.08262500001,29,10826250000,17171031221,0,joined,9,9,57,56,1,0,20,N/A,", AT",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
heymayk.xyz,91.107.207.244,604.1474170000001,32,10809171970,7262748293,0,joined,4,4,52,51,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
afiq.monster,143.198.91.215,751.6730000000098,32,10550000000,2478000000,0,joined,2,2,57,55,2,0,20,N/A,"Singapore, SG",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
gateway-sav.xyz,116.203.122.193,575.5081660000142,32,10536250000,19819568116,0,joined,9,9,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
cryptolog.space,95.217.167.245,633.7205420000246,32,10525925828,17365999642,0,joined,6,6,57,55,2,0,10,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ar.skyeagle.com.tr,49.12.212.235,928.6294580000103,32,10500000000,18867965563,0,joined,5,3,57,46,11,0,9,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ar.qavurdagli.xyz,157.180.28.174,802.2260830000159,32,10500000000,20421644548,0,joined,3,2,57,52,5,0,28,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
bicem.xyz,62.171.154.252,559.4090000000142,32,10500000000,8401887512,0,joined,4,4,57,54,3,0,36,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
mrciga.com,116.203.98.181,512.0144169999985,32,10499986003,27523976749,0,joined,11,10,57,56,1,0,41,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
aralper.xyz,148.251.51.57,583.7753749999974,32,10442285968,33561441628,0,joined,20,20,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
kirke.store,5.189.161.80,574.3367919999873,32,10361666239,0,0,joined,2,0,48,45,3,0,20,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
asilkan.online,135.181.106.254,610.5504170000204,31,10336500000,19400922514,0,joined,13,10,57,57,0,0,57,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ariogateways.space,65.109.24.235,611.2144170000101,32,10330000000,654967249,0,joined,0,0,51,49,2,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
serzenisnodes.org,157.180.36.61,609.711667000025,29,10300000000,14130363186,0,joined,1,0,41,37,4,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
huenews.store,157.180.44.176,608.7481250000128,32,10286844156,0,0,joined,0,0,17,17,0,0,17,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
0xyvz.xyz,65.108.252.122,635.7717079999857,32,10266250000,20668679154,0,joined,7,6,57,57,0,0,57,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
hnodes.store,65.108.154.103,628.326624999987,29,10264284467,12535453875,0,joined,1,1,22,21,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
fatihkrkmz.xyz,157.180.72.71,610.705707999994,32,10244935139,11511361551,0,joined,0,0,2,2,0,0,2,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
mz2gateway.online,144.126.129.12,251.1167500000156,32,10213731374,26599813814,0,joined,3,0,57,55,2,0,36,N/A,"St Louis, US",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
node.kaynas.uk,212.229.81.174,635.1765000000014,32,10213099693,54040752156,0,joined,3,2,57,54,3,0,20,N/A,"Milton Keynes, GB",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
anaraydinli.xyz,157.180.41.111,611.1249170000083,31,10208628912,26485311199,0,joined,8,6,57,57,0,0,57,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
flechemano.com.tr,194.164.168.3,686.9510840000003,32,10204746316,3206837007,0,joined,1,0,55,55,0,0,55,N/A,", GB",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ario-tothemoon.store,157.180.71.98,616.3407920000027,29,10202601809,0,0,joined,2,1,54,52,2,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
trump-ario.store,188.245.32.169,557.7174999999988,29,10202601809,0,0,joined,2,1,54,53,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
dragonborn.store,49.13.10.103,612.6359170000069,32,10201109573,0,0,joined,2,1,53,49,4,0,19,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ar.tomris.xyz,194.163.172.118,578.6392920000071,31,10200000000,11757584628,0,joined,4,1,57,49,8,0,12,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
redbelly-flexi.xyz,94.72.100.94,506.2248340000224,31,10191702681,0,0,joined,1,1,51,50,1,0,20,N/A,"Świdnik, PL",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
fenerbahcesk.xyz,173.212.199.8,561.7939579999947,31,10191702681,0,0,joined,1,0,51,48,3,0,20,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
secretsubject.xyz,138.199.197.200,563.0322079999896,32,10191702681,13864830326,0,joined,2,2,51,50,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
landoffire.xyz,157.180.18.176,614.4457089999923,32,10186346157,1312854205,0,joined,0,0,50,48,2,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
permanodes.site,37.27.31.107,618.6175829999847,32,10186346157,1415122064,0,joined,2,2,50,48,2,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
sultanfateh.site,37.27.254.53,620.1155420000141,32,10186346157,1289568718,0,joined,1,0,50,48,2,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
flechemano.com,185.216.179.117,543.8400419999962,32,10182500000,8043531854,0,joined,1,0,57,57,0,0,57,N/A,", AT",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
enyaselessar.xyz,152.53.90.5,256.2212089999812,32,10170758444,0,0,joined,0,0,41,40,1,0,20,N/A,", AT",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
logosnodos.xyz,185.250.36.226,544.700542000006,32,10167555238,183494489462,0,joined,29,26,57,54,3,0,20,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
lamay.store,135.181.203.180,621.2763329999871,32,10163033302,0,0,joined,0,0,37,37,0,0,37,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
txhoang.store,2.56.97.94,546.8085000000137,32,10163033302,0,0,joined,0,0,37,37,0,0,37,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
nguyenthi.store,5.45.99.148,551.635083000001,32,10163033302,0,0,joined,1,1,37,37,0,0,37,N/A,"Peine, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
permaweb.lol,161.97.181.241,521.5126659999951,29,10154290326,0,0,joined,0,0,33,31,2,0,20,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
tekin86.site,95.217.3.152,616.7751659999776,32,10153117487,10501056562,0,joined,2,2,32,31,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
yusufaytn.xyz,N/A,-1,N/A,10152750000,27223893217,0,joined,9,9,57,48,9,7,0,N/A,N/A,certificate has expired,N/A,[object Object],[object Object],[object Object]
dlzvy.fun,62.146.176.41,288.9847080000036,32,10151500000,24952900318,0,joined,7,4,57,55,2,0,36,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
khoaito.store,158.220.81.45,519.0831670000043,32,10150855757,0,0,joined,0,0,26,26,0,0,26,N/A,"Portsmouth, GB",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
0xibkab.xyz,157.180.71.144,611.8196659999958,32,10150397238,5573101421,0,joined,0,0,36,35,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
0xibrahim.xyz,157.180.71.143,616.1451669999806,32,10150397238,7186880965,0,joined,1,1,36,35,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
0xkabaoglu.xyz,157.180.28.110,630.8804579999996,32,10150397238,6656739745,0,joined,1,1,36,35,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
hoanminh.store,152.53.81.171,295.1573339999886,32,10146631655,0,0,joined,1,1,21,21,0,0,21,N/A,", AT",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ar.callmebigbear.xyz,91.99.92.20,569.0022499999905,32,10143296242,0,0,joined,1,1,15,15,0,0,15,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
lemonado.xyz,138.199.198.244,568.3870840000163,32,10139720042,6920348617,0,joined,1,1,22,21,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ar-io-gateway.svc.blacksand.xyz,34.54.1.112,458.35899999999674,32-pre,10135716321,0,0,joined,0,0,1,1,0,0,1,N/A,", US",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
frogzz.xyz,78.47.174.34,562.7921250000072,28,10113750000,29418500000,0,joined,2,1,57,56,1,0,6,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
onr111.xyz,188.245.164.2,581.2557079999824,31,10100000000,13111074508,0,joined,0,0,25,25,0,0,25,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
kabaoglu.store,95.217.134.209,631.8853339999914,32,10087797018,29658808966,0,joined,13,13,57,56,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
vf6plus.store,65.109.7.31,621.2226669999945,29,10072809006,0,0,joined,0,0,14,14,0,0,14,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
busemo.xyz,62.171.158.94,571.7214170000225,32,10050000000,0,0,joined,0,0,49,47,2,0,20,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
arioario.online,152.53.254.59,553.9090419999848,33-pre,10050000000,0,0,joined,0,0,49,44,5,0,2,N/A,", AT",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
stevnode.online,95.216.248.117,643.1960419999959,32,10050000000,31082899565,0,joined,8,8,57,56,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
algoul.xyz,91.99.30.67,567.806958000001,32,10050000000,10196813835,0,joined,2,2,39,38,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
loriscant.online,37.27.127.220,634.446082999988,32,10050000000,33086301508,0,joined,10,10,57,56,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
herculesnode.site,37.27.127.220,630.2542919999978,32,10050000000,13935367502,0,joined,8,8,57,55,2,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
arioario.xyz,130.185.118.46,574.7853750000068,32,10050000000,0,0,joined,2,2,51,50,1,0,39,N/A,"Los Angeles, US",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
shapezero.site,65.109.173.23,621.0542079999868,32,10048750000,0,0,joined,2,1,57,56,1,0,52,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
gurase.uno,207.180.242.22,711.4628749999974,32,10041641909,14387780925,0,joined,1,1,37,36,1,0,20,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
calipser.xyz,167.235.49.46,568.050041999988,32,10040000000,15106848503,0,joined,1,1,39,38,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
Phuc.top,91.205.104.57,592.5468330000003,32,10039000000,209823567039,0,joined,9,0,57,54,3,0,20,N/A,", US",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
stilucky.top,38.242.236.165,704.6172499999811,32,10039000000,250673853966,0,joined,24,21,57,54,3,0,20,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
vnnode.top,75.119.131.249,712.6957080000138,32,10039000000,225495254553,0,joined,8,0,57,54,3,0,20,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
vn-sti.top,38.242.236.166,516.8410840000142,32,10039000000,223654906116,0,joined,19,17,57,54,3,0,20,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
leapson.xyz,195.201.149.96,554.3187909999979,32,10020000000,20258481383,0,joined,1,1,38,37,1,0,20,N/A,"Gunzenhausen, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
parafmax.site,94.72.109.22,513.5607909999962,31,10015504468,10054459741,0,joined,3,0,57,54,3,0,17,N/A,"Świdnik, PL",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ario.resolve.bar,79.198.189.174,1085.112083999993,32,10015000000,29591358843,0,joined,0,0,26,25,1,0,20,N/A,"Essen, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
adora0x0.xyz,89.58.55.74,746.0295409999962,32,10012250000,6486053520,0,joined,7,7,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
cagola.xyz,116.203.66.42,574.2982919999922,32,10011000000,10199771889,0,joined,2,2,40,39,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
2save.xyz,37.120.173.44,734.794790999993,32,10010750000,13455019651,0,joined,9,9,57,55,2,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ainodes.xyz,37.120.161.180,944.0048330000136,32,10010000000,17338620981,0,joined,8,8,57,54,3,0,4,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
fisneci.com,185.203.216.244,725.7830829999875,32,10010000000,14820447693,0,joined,4,4,57,56,1,0,20,N/A,"Copenhagen, DK",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ventural.xyz,188.245.55.60,574.9080419999955,32,10010000000,10823144566,0,joined,4,4,44,43,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
decaprio.xyz,162.55.182.200,561.2790830000013,32,10010000000,13177654624,0,joined,1,1,30,29,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
2year-pump.site,95.216.212.219,635.8111249999783,29,10009000000,0,0,joined,0,0,41,40,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
akirafudo.online,65.109.116.45,773.0884160000132,30,10008898911,21862655692,0,joined,6,6,57,55,2,0,13,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
miraynodes.site,95.216.248.117,644.8397089999926,32,10008312882,13981806508,0,joined,1,1,36,35,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
tpgoose.bar,185.202.239.44,507.04054200000246,32,10008000000,1234919281,0,joined,1,0,24,23,1,0,20,N/A,"Amsterdam, NL",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
bettersafethansorry.ddns.wtf,79.198.189.174,1139.8547089999774,32,10007000000,6645621407,0,joined,1,1,39,37,2,0,20,N/A,"Essen, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
rtmpsunucu.online,157.180.9.85,592.1429999999818,32,10007000000,0,0,joined,4,0,57,57,0,0,57,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ario.koltigin.xyz,176.57.189.36,578.1439590000082,31,10006750000,12963906522,0,joined,4,4,57,50,7,0,12,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
zydis.xyz,91.107.193.241,632.5022919999901,32,10006000000,13275614401,0,joined,0,0,38,36,2,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
funday520.shop,109.123.251.26,523.3752920000115,32,10006000000,0,0,joined,0,0,18,18,0,0,18,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
mz2gateway.shop,207.180.198.98,523.885540999996,32,10005420845,5201377676,0,joined,2,1,39,37,2,0,20,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
maniac0x.store,65.21.151.237,616.8301250000077,32,10005000000,13787541767,0,joined,1,1,40,38,2,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
bynoren.xyz,23.88.110.248,568.6924169999838,32,10005000000,14164254722,0,joined,2,2,36,35,1,0,20,N/A,"Gunzenhausen, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
owlorangejuice.shop,109.205.177.190,525.315957999992,32,10002575810,0,0,joined,1,0,33,32,1,0,20,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ar.riceinbucket.com.tr,38.242.249.55,685.7853750000068,32,10002294474,18345146941,0,joined,2,0,57,49,8,0,3,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
