FQDN,IP Address,Ping (ms),Release,Operator Stake,Total Delegated Stake,Delegates Count,Status,Prescribed Epoch Count,Observed Epoch Count,Total Epoch Count,Passed Epoch Count,Failed Epoch Count,Failed Consecutive Epochs,Passed Consecutive Epochs,ISP,Geo Location,Error Message,Process Id,ANS-104 Unbundle Filter,ANS-104 Index Filter,Supported Manifest Versions
navs.pro,N/A,-1,N/A,10002000000,11012801746,0,joined,0,0,3,0,3,3,0,N/A,N/A,connect ETIMEDOUT 192.64.119.4:443,N/A,[object Object],[object Object],[object Object]
trangtien.space,135.181.203.225,618.6570000000065,29,10002000000,0,0,joined,0,0,7,7,0,0,7,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
xuankhai.store,157.180.43.116,610.4352499999804,29,10002000000,0,0,joined,1,1,44,42,2,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
truongha.site,157.180.71.5,614.6432909999858,29,10002000000,0,0,joined,0,0,3,3,0,0,3,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
phuxuan.space,37.27.248.187,647.0347499999916,29,10002000000,0,0,joined,1,1,36,35,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
hinhsu-no1.space,37.27.29.95,631.0824999999604,29,10002000000,0,0,joined,1,1,32,31,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
rabbitholeshot.xyz,144.91.80.86,571.6016250000102,32,10002000000,0,0,joined,1,0,15,15,0,0,15,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
khuachina.store,157.180.31.26,613.8105830000131,29,10002000000,0,0,joined,0,0,22,21,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
kingoffireland.site,65.21.104.130,644.2362919999869,32,10001000000,1336918389,0,joined,2,2,45,43,2,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
0x0.io.vn,152.53.32.176,721.4723329999833,32,10001000000,1373405034,0,joined,2,2,50,49,1,0,20,N/A,", AT",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
junnew1.store,65.108.94.109,632.8432909999974,29,10001000000,0,0,joined,0,0,26,25,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
crbaa.xyz,135.181.155.211,622.5753750000149,29,10001000000,14963880676,0,joined,3,0,57,51,6,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
auquis.xyz,65.109.219.208,615.1951250000275,29,10001000000,24773813391,0,joined,11,11,57,56,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
kollmz.shop,109.205.178.60,509.5175000000163,32,10001000000,0,0,joined,1,1,33,32,1,0,20,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ario.io.vn,89.58.25.35,705.8092920000199,32,10001000000,1086516011,0,joined,0,0,41,38,3,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
thique.site,37.27.6.11,636.5912090000347,29,10001000000,0,0,joined,1,1,41,40,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
nguyenhoang.space,65.109.238.210,624.5911660000565,29,10001000000,13141673,0,joined,0,0,36,35,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
vlaar.site,65.109.177.73,633.3249169999617,29,10000950000,13023791048,0,joined,8,7,57,56,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
irys.store,65.109.204.160,610.9147909999592,29,10000950000,27695399829,0,joined,10,10,57,56,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
kahvenodes.online,N/A,-1,N/A,10000857513,14446264722,0,joined,13,12,57,44,13,12,0,N/A,N/A,"write EPROTO 808C580E02000000:error:0A000438:SSL routines:ssl3_read_bytes:tlsv1 alert internal error:../deps/openssl/openssl/ssl/record/rec_layer_s3.c:1605:SSL alert number 80
",N/A,[object Object],[object Object],[object Object]
ar.ionode.online,89.58.14.43,890.6528340000077,32,10000811643,328009132982,0,joined,32,31,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
pi314.xyz,173.212.232.217,544.2845419999794,31,10000750000,20391482892,0,joined,3,0,57,53,4,0,20,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ozzcanx.xyz,94.130.225.161,894.7512080000015,32,10000750000,29698195892,0,joined,7,7,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
enzifiri.com,202.61.252.218,568.2185840000166,32,10000750000,16572042530,0,joined,2,1,57,57,0,0,57,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
bootstrap.autos,95.216.155.15,686.3622920000344,32,10000750000,11986977003,0,joined,1,1,57,56,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
rikimaru111.site,5.189.128.80,510.1232080000336,31,10000607513,26407684377,0,joined,4,0,57,55,2,0,36,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
anti-mage01.store,159.69.208.220,542.9608330000192,30,10000607504,12089503805,0,joined,4,0,57,53,4,0,39,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
spectre01.site,161.97.84.45,572.7866669999785,31,10000497858,22973039194,0,joined,4,0,57,51,6,0,36,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
edo14.store,77.237.238.75,562.0891249999986,32-pre,10000481267,6233727503,0,joined,0,0,17,17,0,0,17,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
beyzako.xyz,157.90.249.63,580.0229159999872,32,10000250000,17138635823,0,joined,7,6,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
r4dn.site,207.154.251.36,581.4237089999951,32,10000250000,15796904481,0,joined,4,3,57,54,3,0,22,N/A,"Frankfurt am Main, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
mustafakara.store,37.27.211.230,605.3633329999866,27,10000250000,27515292995,0,joined,8,7,57,55,2,0,48,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
llct.store,157.180.64.171,615.0349999999744,32,10000100000,0,0,joined,0,0,14,14,0,0,14,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
arweave.fllstck.dev,173.212.231.224,508.838665999996,29,10000045991,64528070416,0,joined,11,8,57,52,5,0,20,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
devkral.xyz,65.109.161.12,605.4508330000099,32,10000007500,22747792772,0,joined,6,5,57,57,0,0,57,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
dilsinay.space,5.78.42.22,341.3125829999917,32,10000004319,14196731739,0,joined,8,8,57,55,2,1,0,N/A,"Portland, US",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
pspspsps.net,91.99.4.5,557.4908750000177,29,10000000000,0,0,joined,4,4,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
waddle.cloud,91.99.1.158,564.5019999999786,29,10000000000,0,0,joined,1,1,43,42,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ar.nodevaults.com,91.99.88.195,545.7628750000149,32,10000000000,0,0,joined,0,0,15,15,0,0,15,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
baharyazlikmdbaraba.xyz,65.108.140.43,631.1410000000033,29,10000000000,13388250000,0,joined,2,0,57,54,3,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
sedaseda.online,37.27.43.241,618.6184999999823,31,10000000000,1054018663,0,joined,0,0,37,37,0,0,37,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
trinhsatdaitai.store,116.203.22.146,567.7559159999946,32,10000000000,0,0,joined,1,1,36,36,0,0,36,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
elvinrasulov.online,135.181.253.45,617.9874169999966,29,10000000000,1274991613,0,joined,0,0,37,35,2,0,21,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
alicans.online,65.109.201.51,631.1982500000158,29,10000000000,19401551581,0,joined,4,4,57,56,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
rilborn.xyz,91.99.73.85,558.2427090000128,32,10000000000,6085761610,0,joined,0,0,22,21,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ken24.space,49.12.200.234,565.0841660000151,29,10000000000,10046081,0,joined,0,0,51,50,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
permanentweb.online,65.109.197.203,613.1662499999511,29,10000000000,13507035369,0,joined,5,5,57,56,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
permanence.online,91.99.31.191,558.3973750000005,29,10000000000,0,0,joined,0,0,35,35,0,0,35,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
0xsaitomo.xyz,5.161.179.173,297.69337499997346,32,10000000000,31854286906,0,joined,13,13,57,56,1,0,20,N/A,"Ashburn, US",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
arandar.online,194.163.163.42,513.7306669999962,32,10000000000,0,0,joined,0,0,3,3,0,0,3,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
on-the-line.online,91.99.31.193,575.6438750000088,29,10000000000,0,0,joined,0,0,35,35,0,0,35,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
stakewithus.online,N/A,-1,N/A,10000000000,1883332304,0,joined,0,0,57,27,30,17,0,N/A,N/A,connect ECONNREFUSED 171.22.125.203:443,N/A,[object Object],[object Object],[object Object]
ario.aoar.io.vn,14.161.39.61,1001.2590830000117,32,10000000000,1062582469,0,joined,0,0,0,0,0,0,0,N/A,"Ho Chi Minh City, VN",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
flexiblee.xyz,161.97.135.236,533.6433749999851,32,10000000000,15066828751,0,joined,14,12,57,54,3,0,20,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
kittyverse.my,173.249.63.88,528.2350829999777,29,10000000000,13364250000,0,joined,5,2,57,54,3,0,20,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
abracat.xyz,159.69.150.100,552.077500000014,32,10000000000,10323541986,0,joined,0,0,44,43,1,0,20,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
vrising.online,5.161.190.144,461.38658300001407,29,10000000000,14062105681,0,joined,3,3,57,51,6,0,7,N/A,"Ashburn, US",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
anaraydinli.online,65.21.181.147,616.1323749999865,31,10000000000,3058167023,0,joined,2,1,52,50,2,0,10,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
omersuleyman.site,162.55.217.74,569.1443330000038,29,10000000000,11778531731,0,joined,2,2,51,48,3,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
crystalbell.online,195.88.87.174,510.73308299999917,32,10000000000,0,0,joined,0,0,14,14,0,0,14,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
gerenimo.xyz,65.108.52.193,614.1136669999687,32,10000000000,13902152263,0,joined,4,4,50,49,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
rollappthunder.lol,167.86.76.151,627.4451249999693,32,10000000000,0,0,joined,0,0,48,45,3,0,20,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
siyantest.xyz,188.245.46.3,554.725999999966,29,10000000000,23604660751,0,joined,10,6,57,57,0,0,57,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
knghtonline.xyz,77.237.245.207,551.3365829999675,32,10000000000,23621064610,0,joined,13,7,57,54,3,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
galatasaray.online,65.108.255.20,607.727957999974,29,10000000000,0,0,joined,1,1,51,48,3,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
aoar.io.vn,14.161.39.61,1198.579000000027,32,10000000000,1661870264,0,joined,0,0,22,21,1,0,20,N/A,"Ho Chi Minh City, VN",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
dymwizard.store,194.163.178.9,534.699666999979,32,10000000000,0,0,joined,0,0,41,39,2,0,36,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
humbleman.store,91.99.57.209,651.6709589999518,32,10000000000,0,0,joined,0,0,6,6,0,0,6,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
dimori.store,91.107.223.51,596.7867909999914,32,10000000000,0,0,joined,0,0,41,41,0,0,41,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ar.oohgroup.vn,95.216.193.35,546.5074579999782,32,10000000000,130741876,0,joined,0,0,25,24,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
seadriver.site,5.75.232.200,587.8187499999767,32,10000000000,97000000,0,joined,1,1,49,48,1,0,20,N/A,"Frankfurt am Main, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
dreambyd.space,138.199.195.29,584.149374999979,29,10000000000,0,0,joined,0,0,45,42,3,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
saltuk.site,138.199.223.106,561.17279099999,32,10000000000,10000000,0,joined,0,0,50,48,2,0,3,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
darksunnodes.fun,65.109.142.193,730.7036669999943,30,10000000000,19596648222,0,joined,5,3,57,50,7,0,7,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
depzai.store,157.180.76.242,630.3716670000576,32,10000000000,0,0,joined,0,0,9,9,0,0,9,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
kgenesys.store,167.235.152.137,588.0112910000025,32,10000000000,0,0,joined,0,0,41,41,0,0,41,N/A,"Hachenburg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ario.0x0.io.vn,14.161.39.61,995.726874999993,32,10000000000,1526300959,0,joined,0,0,8,8,0,0,8,N/A,"Ho Chi Minh City, VN",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
bayurnet.site,161.97.150.179,775.2271670000046,32,10000000000,11287664753,0,joined,0,0,23,22,1,0,20,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
meditationlove.store,138.199.234.111,614.0022920000483,32,10000000000,10072662,0,joined,1,1,49,47,2,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
parakende.site,5.189.164.222,555.6308340000105,32,10000000000,0,0,joined,0,0,48,45,3,0,20,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
q-q.cloud,91.99.31.192,565.6754169999622,29,10000000000,0,0,joined,1,1,35,35,0,0,35,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
spacemarko.xyz,N/A,-1,N/A,10000000000,0,0,joined,0,0,36,31,5,5,0,N/A,N/A,connect ETIMEDOUT 161.97.113.49:443,N/A,[object Object],[object Object],[object Object]
permagate.net,91.99.1.11,572.9669160000049,29,10000000000,0,0,joined,1,0,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
g9g9.net,91.99.9.138,605.2644999999902,29,10000000000,0,0,joined,0,0,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
elifalper.xyz,157.180.70.85,635.2327500000247,32,10000000000,11142782396,0,joined,0,0,2,0,2,2,0,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
loseless.xyz,65.109.181.23,618.515625,29,10000000000,13728480794,0,joined,3,2,38,37,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ar.owlstake.com,103.107.183.89,893.0023339999607,29,10000000000,12381815540,0,joined,2,0,57,54,3,0,20,N/A,", VN",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
friendzone-ar.space,65.108.87.134,612.4737920000334,29,10000000000,10018480,0,joined,0,0,45,44,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
decentralizeguys.store,168.119.111.72,589.6283750000293,32,10000000000,0,0,joined,0,0,11,11,0,0,11,N/A,"Bochum, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
khanhwizardpa.store,80.190.81.198,527.4959580000141,32,10000000000,11000000,0,joined,0,0,50,48,2,0,36,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
thd.io.vn,185.207.107.117,672.0523329999996,32,10000000000,17290168931,0,joined,10,10,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ar.phuongvusolution.com,95.217.8.206,576.579207999981,32,10000000000,130950485,0,joined,1,1,25,24,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
gateway.ao,N/A,-1,N/A,10000000000,24855000000,0,joined,1,1,57,56,1,0,20,N/A,N/A,getaddrinfo ENOTFOUND gateway.ao,N/A,[object Object],[object Object],[object Object]
ezio.space,188.245.147.129,563.1312499999767,32,10000000000,116924833,0,joined,1,1,51,50,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
dumdump.store,188.245.68.108,576.9962090000045,32,10000000000,0,0,joined,1,1,40,40,0,0,40,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ario-maimy.club,128.140.6.236,543.3821660000249,29,10000000000,0,0,joined,0,0,55,53,2,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
unluckylee.space,65.109.219.75,624.1857500000042,29,10000000000,1289536897,0,joined,0,0,28,27,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
cmdexe1.xyz,128.140.92.82,604.3089159999508,32,10000000000,21095858893,0,joined,7,7,57,52,5,0,4,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
altincicek.site,116.203.60.125,597.0597500000149,32-pre,10000000000,1275653179,0,joined,0,0,9,9,0,0,9,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
arweave.io.vn,14.161.39.61,2027.4515419999952,32,10000000000,1069170037,0,joined,1,0,31,30,1,0,20,N/A,"Ho Chi Minh City, VN",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
sixhorses.xyz,N/A,-1,N/A,10000000000,0,0,joined,2,0,39,28,11,9,0,N/A,N/A,connect ECONNREFUSED 45.12.108.144:443,N/A,[object Object],[object Object],[object Object]
incirlitarla.xyz,109.123.248.52,532.3113749999902,31,10000000000,19605775882,0,joined,16,14,57,54,3,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
moodengcute.site,49.13.217.236,614.5094999999856,32,10000000000,0,0,joined,0,0,3,3,0,0,3,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
benikoo.shop,65.109.178.109,600.4191659999778,29,10000000000,1195456632,0,joined,0,0,33,26,7,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
prowsemre.fun,138.199.223.142,588.2232080000103,29,10000000000,7176971694,0,joined,6,4,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
suttuoglu.space,37.27.9.50,618.1572080000187,29,10000000000,1274991613,0,joined,1,1,36,36,0,0,36,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
adaconna.top,194.60.201.42,593.7323340000003,32,10000000000,17456640681,0,joined,5,4,57,46,11,0,4,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
kuzgun.site,138.199.207.46,581.4963749999879,32,10000000000,10000000,0,joined,0,0,50,49,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
escobar39.xyz,N/A,-1,N/A,10000000000,12695483734,0,joined,0,0,39,28,11,10,0,N/A,N/A,connect ECONNREFUSED 178.23.190.104:443,N/A,[object Object],[object Object],[object Object]
onetwothreemoving.space,N/A,-1,N/A,10000000000,0,0,joined,1,0,44,28,16,14,0,N/A,N/A,connect ETIMEDOUT 45.12.142.212:443,N/A,[object Object],[object Object],[object Object]
stonkson.xyz,5.161.212.77,301.0833330000751,32,10000000000,24100160798,0,joined,12,12,57,55,2,0,20,N/A,", US",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ario.ario.io.vn,14.161.39.61,1005.2941659999778,32,10000000000,1078146251,0,joined,0,0,7,7,0,0,7,N/A,"Ho Chi Minh City, VN",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
software0x.space,157.173.99.87,529.796624999959,29,10000000000,16761000000,0,joined,5,5,57,55,2,0,20,N/A,", GB",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
elanur.space,37.27.21.96,615.5058330000611,31,10000000000,1274801099,0,joined,1,0,37,37,0,0,37,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
wenairdropsir.store,65.108.216.197,634.9301660000347,32,10000000000,30269958134,0,joined,4,0,57,56,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
